"peakRAM","time","ARI","NMI","method","dataset"
239.8,2.61563539505005,0.282882109157363,0.457488096103461,"Seurat","Darmanis_HumGBM"
307,25.0418903827667,0.918677252376841,0.887263324491871,"monocle3","Darmanis_HumGBM"
2865.5,173.466204881668,0.728587769529172,0.550059741940376,"SHARP","Darmanis_HumGBM"
138.6,6.596435546875,0.351733884833939,0.435598690088396,"densityCut","Darmanis_HumGBM"
2901.8,527.228628158569,0.906558579873575,0.855644135574723,"scEVE","Darmanis_HumGBM"
