"peakRAM","time","ARI","NMI","method","dataset"
142.3,1.89507842063904,0.684801953338775,0.742040179225759,"Seurat","Tasic_MouBra"
236.1,15.970162153244,0.404133155554314,0.550263060589146,"monocle3","Tasic_MouBra"
1085.6,46.5618164539337,0.416032010924178,0.55463107672295,"SHARP","Tasic_MouBra"
69.8,2.38028216362,0.51009898131061,0.706461208131325,"densityCut","Tasic_MouBra"
1111.7,554.240112066269,0.620593899532468,0.756780271706461,"scEVE","Tasic_MouBra"
