"peakRAM","time","ARI","NMI","method","dataset"
123.4,1.58545255661011,0.603738503564774,0.686672930780192,"Seurat","Baron_HumPan_4"
221.3,13.0681941509247,0.769386875732517,0.793915278814053,"monocle3","Baron_HumPan_4"
777,30.0933432579041,0.811773168727741,0.724346431904278,"SHARP","Baron_HumPan_4"
51.7,1.84387850761414,0.659762379178236,0.663644606946399,"densityCut","Baron_HumPan_4"
799.8,386.519929409027,0.520906575635155,0.63822755046981,"scEVE","Baron_HumPan_4"
