"peakRAM","time","ARI","NMI","method","dataset"
144.5,1.81729030609131,0.553111304560426,0.677677085495034,"Seurat","Baron_HumPan_2"
234.8,15.150559425354,0.920902738355794,0.890864471756279,"monocle3","Baron_HumPan_2"
1162,46.3587052822113,0.688640241716218,0.655834176997801,"SHARP","Baron_HumPan_2"
65.4,2.69322204589844,0.647979608531529,0.685696802089758,"densityCut","Baron_HumPan_2"
1229,526.031542778015,0.551426202314116,0.678971558085233,"scEVE","Baron_HumPan_2"
