"peakRAM","time","ARI","NMI","method","dataset"
111.4,1.4161114692688,0.485589053855354,0.668893056146449,"Seurat","Baron_MouPan_2"
212.8,11.382860660553,0.798191598381273,0.723894701837716,"monocle3","Baron_MouPan_2"
614,19.3229146003723,0.772323219444078,0.592802772668202,"SHARP","Baron_MouPan_2"
42.4,1.53805065155029,0.694326902583193,0.60555961773883,"densityCut","Baron_MouPan_2"
638.2,163.368530273438,0.765763030734337,0.697381134748159,"scEVE","Baron_MouPan_2"
